tag,day,round,gamma,err,ratio
no noise,7,4,-0.375,0.006137516616671834,1.0034035343860925
no noise,7,5,-0.1875,0.18136248338332817,0.8854416133720682
no noise,7,6,-0.28125,0.08761248338332817,0.947919066659289
no noise,7,7,-0.328125,0.040737483383328166,0.9765849267746748
no noise,7,8,-0.3515625,0.017299983383328166,0.9902302360108105
no noise,7,9,-0.36328125,0.005581233383328166,0.9968764544413912
no noise,7,10,-0.369140625,0.00027814161667183424,1.0001549533496974
no noise,7,11,-0.3662109375,0.0026515458833281658,0.9985194354961712
no noise,7,12,-0.36767578125,0.0011867021333281658,0.999338128351936
no noise,8,1,0.0,0.6117643124945256,0.7642585971662538
no noise,8,2,-1.5,0.8882356875054744,0.8913933458840699
no noise,8,3,-2.25,1.6382356875054744,0.719235208523858
no noise,8,4,-2.625,2.0132356875054747,0.645384111165674
no noise,8,5,-2.8125,2.2007356875054747,0.6123967559064357
no noise,8,6,-2.90625,2.2944856875054747,0.5968540634771051
no noise,8,7,-2.953125,2.3413606875054747,0.5893128645594228
no noise,8,8,-2.9765625,2.3647981875054747,0.5855987311946996
no noise,8,9,-2.98828125,2.3765169375054747,0.5837556417135803
no noise,8,10,-2.994140625,2.3823763125054747,0.5828375735705076
no noise,8,11,-2.9970703125,2.3853060000054747,0.5823794064191038
no noise,8,12,-2.99853515625,2.3867708437554747,0.5821505392938033
no noise,9,1,0.0,0.37969221585865276,0.7335779746507473
no noise,9,2,-1.5,1.1203077841413474,1.1956515732523785
no noise,9,3,-0.75,0.37030778414134724,1.1632149932324933
no noise,9,4,-0.375,0.00469221585865276,0.9972345890152245
no noise,9,5,-0.5625,0.18280778414134724,1.0945141718627167
no noise,9,6,-0.46875,0.08905778414134724,1.049338862590085
no noise,9,7,-0.421875,0.04218278414134724,1.0241257473763614
