market,mu_log_alpha,sigma_log_alpha,R_target,R_unc,mu_lagrangian,gamma_star_tuned,uniform_m_tuned,pi_unc,pi_cbn,pi_gamma0,pi_gamma_tuned,pi_uniform_tuned,R_cbn,R_gamma0,R_gamma_tuned,R_uniform_tuned,gap_gamma0_vs_cbn,gap_gamma_tuned_vs_cbn,gap_uniform_tuned_vs_cbn,gamma_beats_uniform_constrained,gamma0_violates_floor,gamma_tuned_meets_floor,uniform_tuned_meets_floor,time_cbn,time_gamma_tuned,time_uniform_tuned
52,1.1098976381954049,0.10088294602024415,0.15809889187330606,0.12647911349864485,0.5077537375215971,-0.806469220792636,0.26832948353081404,0.052169375242459515,0.045383920840777005,0.051570407584765214,0.03141886265032555,0.042422594002616575,0.15809889218576992,0.13661305193274836,0.15809888726109247,0.15809889187128737,0.0,0.3077093810260657,0.0652505729628302,False,True,True,True,0.012442679000741919,1.0612300929988123,0.0004685599997173995
53,1.3551011332217533,0.19245888471595762,0.2114368767477569,0.16914950139820553,0.4159044842044277,-0.12144142930423057,0.2547331327057477,0.06495583722483235,0.05732545706038097,0.06282700820243084,0.05706545635481912,0.05385998002005655,0.21143687667338942,0.19222247126622893,0.21143825260763224,0.21143688474271757,0.0,0.004535519102586296,0.06045267178025686,True,True,True,True,0.015416408999954001,0.1269582429995353,0.00041930999941541813
54,0.9633188380487206,0.14379964112766402,0.10636012193820454,0.08508809755056364,0.5310630969380863,-1.5648300917863558,0.28424682704674503,0.03698198336830411,0.032174891289003124,0.03681170103288999,0.014909581211264128,0.030232527185200586,0.1063601201406942,0.08946689380624952,0.10636025784767214,0.1063601219380675,0.0,0.5366081868826704,0.060368940685944374,False,True,True,True,0.013118660001055105,0.9535602889991424,0.0004249699995853007
55,1.0404468275951773,0.217686726002152,0.25863629042361147,0.20690903233888916,1.3427088014619635,-1.7855720160443742,0.24490807341133222,0.09956628911971065,0.0771343116862528,0.09609015271339925,0.03101188718165951,0.06334212076867454,0.2586362900930887,0.23078486872695686,0.25863639586054443,0.25863631152040095,0.0,0.5979495181366015,0.17880746733928995,False,True,True,True,0.017393649000950973,1.1675057180000294,0.0005481400003191084
56,1.346864049633591,0.16103696534016737,0.08179717755055675,0.0654377420404454,0.25976064510764074,-0.1701708863997861,0.2503754908606561,0.023213477188568702,0.02122038026660979,0.023122007976055178,0.021212508624460932,0.020480008474073087,0.08179717755054362,0.06905192257780503,0.08179729188606451,0.08179717752593853,0.0,0.00037094727097063254,0.03488965717083195,True,True,True,True,0.009677648999058874,0.1268920029997389,0.00034545000016805716
57,1.0604469833339685,0.09091161440333682,0.3175698959618916,0.2540559167695133,1.3422233852728507,-0.8608708094916186,0.2255478133982403,0.11284544111122409,0.0865145392686267,0.10786397346540424,0.0602831954720323,0.07162719467928189,0.31756989596437235,0.28648443587586253,0.31756955800892833,0.31756989172319205,0.0,0.3032015660991544,0.17207910618491276,False,True,True,True,0.012989839000510983,1.2748932619997504,0.00058309999985795
58,1.1300237504595878,0.14449481628086036,0.16890417553448264,0.1351233404275861,0.4862155474256476,-0.34933860064179184,0.2642594955862921,0.05563546169089266,0.04862565320023718,0.054830312359929786,0.03997789573884988,0.04463453222908592,0.16890417554872764,0.14725798213391206,0.1689035301626846,0.16890417553419884,0.0,0.17784352275488022,0.08207850606584324,False,True,True,True,0.012542428999950062,0.847966985000312,0.00042269000005035195
59,1.1447141468850086,0.2420908168674431,0.09742635280449323,0.07794108224359458,0.42850946913332744,-0.7015899354143429,0.28453267979983066,0.0326856962007802,0.02898823172625614,0.03250432287091966,0.01856467348084065,0.027720981278364257,0.0974263475640692,0.08255555680208591,0.0974258330249399,0.09742635291617832,0.0,0.35957896100210673,0.04371603138331707,False,True,True,True,0.015103490000910824,1.484911790001206,0.000391440000385046
60,1.0992252526187347,0.18331154274200528,0.19299803561358192,0.15439842849086555,0.47205142040822645,-0.19283224694700724,0.2713284209143091,0.06217675196946908,0.05440188450689279,0.06108798148095279,0.054300983821566014,0.052365839020275765,0.19299803570350144,0.16988704365932145,0.1929980451587194,0.19299798688178688,0.0,0.001854727758814885,0.037426010239756585,True,True,True,True,0.015593948999594431,0.16313361100037582,0.000428960000135703
61,1.3248514265722944,0.27804267911368147,0.13344797531373703,0.10675838025098963,0.3233281668172535,-0.1501208942072513,0.26068487252096156,0.04047371897196151,0.0365311585362022,0.03993582129542682,0.03648071695234843,0.034787868345698705,0.1334479753137058,0.11694449127324295,0.13344800933438308,0.1334479749794512,0.0,0.0013807824847323637,0.0477206379528288,True,True,True,True,0.014337439000883023,0.12453474399990228,0.00038596000013058074
62,0.917635337248066,0.14500863539185288,0.39529824730419577,0.3162385978433566,100.0,-5.0,0.5,0.16209517117905517,-0.0036067757713653032,0.1462726717465916,0.018175278788760463,0.15804323662970984,0.34193420774093375,0.3448737013380156,0.34815453316367173,0.3160864732594197,,,,False,True,False,False,0.0023866600004112115,0.21217221799997787,7.781999920553062e-05
63,1.09605193055339,0.2632891700491067,0.361058057550697,0.2888464460405576,100.0,-5.0,0.5,0.14925666136889676,-0.004833983490201466,0.13719137149998767,0.0027637796940762657,0.1466560121439152,0.322561717758016,0.32931424073285015,0.32561989459040824,0.2933120242878304,,,,False,True,False,False,0.0032525799997529248,0.21242929800064303,7.860999903641641e-05
