market,mu_log_alpha,sigma_log_alpha,R_target,R_unc,mu_lagrangian,gamma_star_tuned,uniform_m_tuned,pi_unc,pi_cbn,pi_gamma0,pi_gamma_tuned,pi_uniform_tuned,R_cbn,R_gamma0,R_gamma_tuned,R_uniform_tuned,gap_gamma0_vs_cbn,gap_gamma_tuned_vs_cbn,gap_uniform_tuned_vs_cbn,gamma_beats_uniform_constrained,gamma0_violates_floor,gamma_tuned_meets_floor,uniform_tuned_meets_floor,time_cbn,time_gamma_tuned,time_uniform_tuned
64,0.9270295226445715,0.12342252325057988,0.13927842686793046,0.11142274149434436,0.7148321046302648,-2.1011138088477077,0.2832118761059031,0.05021806233714588,0.042321159807163895,0.04982498757332517,0.019105867935325364,0.0394453066760473,0.139278426973522,0.11846316395997344,0.1392784282799298,0.139278434288883,0.0,0.5485504645340266,0.06795307936314604,False,True,True,True,0.013377110000874382,1.1706741569996666,0.000505560001329286
65,1.1274306230128113,0.06195504378066101,0.3121917052893694,0.24975336423149552,100.0,-5.0,0.5,0.11455369871379274,-0.014297577644617676,0.10884049589909356,3.0047567592732003e-05,0.10990689421374313,0.30129716239108956,0.2814633978148098,0.30050572349497773,0.21981378842748625,,,,False,True,False,False,0.002093379998768796,0.0004585799997585127,7.873000140534714e-05
66,1.0722569755117626,0.21630016425834042,0.22873159708308857,0.18298527766647085,0.6675951421526972,-0.3434977705909323,0.2758815036543912,0.0798020061936898,0.06763740515138048,0.07769098039024064,0.05635263654167001,0.06310281898040662,0.22873160332725312,0.20377458709602841,0.22873026644426686,0.2287316044915367,0.0,0.16684212802744017,0.06704258037139237,False,True,True,True,0.017473809000875917,1.172767707001185,0.0005068300015409477
67,1.3769185906770198,0.0505191778508209,0.06688972295307843,0.05351177836246275,0.21517185514049542,-0.1548607322721727,0.23419115625047132,0.01774735401209599,0.01637358233761411,0.017705963682395243,0.016368119698487896,0.01566498955200858,0.06688972298919586,0.055863838268225025,0.06689107323576171,0.0668897570805561,0.0,0.0003336251660497019,0.043276588531131796,True,True,True,True,0.007706189000600716,0.12369830400166393,0.0003494100001262268
68,0.9787271129490184,0.17104317497472826,0.3714837680737456,0.2971870144589965,100.0,-5.0,0.5,0.1470577974851091,-0.005137701614723345,0.13793098515309637,0.0115805463191214,0.14393505518998917,0.3368838525461569,0.3353337297957034,0.34486912699137895,0.28787011037997834,,,,False,True,False,False,0.002509718999135657,0.21257912799956102,7.886999992479105e-05
69,1.0342678103039338,0.1401770994717969,0.23700753680806497,0.18960602944645197,0.9172907083705735,-1.1958163975335538,0.26152429195234317,0.08496118972286587,0.06919285246994832,0.08280289100287781,0.037084917340137295,0.06198322796302188,0.2370075379174892,0.20959151928003267,0.237007726549378,0.23700753570653732,0.0,0.4640354311705254,0.1041960874507624,False,True,True,True,0.014476410000497708,1.3798591760005365,0.000539210001079482
70,1.0057854032715776,0.0715182041083152,0.35225498432767965,0.28180398746214375,100.0,-5.0,0.5,0.12940405280578107,-0.005777385197395511,0.12285121257100234,0.006387821957843793,0.12453505349574974,0.3388201914639106,0.31776712194844486,0.3439660495553016,0.24907010699149948,,,,False,True,False,False,0.0021871099997952115,0.21213452799929655,8.385000000998843e-05
71,1.3452639603366592,0.2375819490567559,0.0920421568650391,0.07363372549203127,0.28794580550077314,-0.16692388436790556,0.257904244687032,0.02736358693217312,0.02489754894021811,0.027177285115689377,0.02487836336675039,0.023738062945554816,0.09204215686400145,0.07884011738627292,0.09204215162891045,0.09204215686469629,0.0,0.0007705808115403632,0.04657028679599563,True,True,True,True,0.013134348999301437,0.12266890400132979,0.00034389999927952886
72,1.0433616254184457,0.16064138278624718,0.11802027904975006,0.09441622323980005,0.48366830687900614,-0.9674503626905823,0.27983727551743526,0.03979379904588261,0.03487234845464164,0.03952810618075585,0.023142723633041786,0.03302647678076701,0.11802027904732322,0.10034591297708803,0.11802039016405334,0.11802029132716206,0.0,0.33635890157660425,0.05293224447661012,False,True,True,True,0.013110829000652302,1.3763922159996582,0.0004366000011941651
73,1.0098225778474703,0.10929180666328735,0.2612551388525792,0.20900411108206338,1.1698760724000932,-1.706025913687161,0.23084937744946724,0.09534598742260722,0.07497523280303194,0.0925154689533661,0.0313112453703683,0.06031058805862063,0.26125513894056274,0.23162502841717614,0.2612548522198259,0.26125514707884623,0.0,0.5823788176473378,0.19559318719205473,False,True,True,True,0.01320989899977576,1.1649218570000812,0.0005394300005718833
74,1.1960194558238084,0.1338939801620922,0.11366856365520456,0.09093485092416365,0.3108977387544613,-0.18340932587350497,0.25775999024763396,0.03357075784735489,0.03033524774341342,0.03336793897945891,0.030317832131384802,0.029299207849702948,0.11366856079890242,0.09688432693023083,0.11366854601023582,0.11366856361825103,0.0,0.0005741048227436988,0.03415300585225727,True,True,True,True,0.010596609999993234,0.1510919409993221,0.000383720000172616
75,1.1702643716725676,0.27066023959867364,0.3168748703804819,0.2534998963043855,100.0,-5.0,0.5,0.11912663620572084,-0.01449501911788647,0.11192620695038748,3.1439534189737775e-05,0.11582300786839017,0.31521092792198024,0.28989342859913364,0.3144267814316167,0.23164601573678034,,,,False,True,True,False,0.003027490000022226,0.0008251399995060638,7.625999933225103e-05
76,1.2106313860948905,0.24828250231043952,0.15394068843790476,0.1231525507503238,0.413495981057314,-0.17599461888086126,0.2751099531247729,0.05037184925611619,0.04474085882217043,0.04951216350348913,0.044645902732423144,0.04235061568976322,0.15394068854007975,0.13574526228148098,0.15394138923628217,0.15394068883634898,0.0,0.0021223573316887833,0.05342416742395597,True,True,True,True,0.017644969000684796,0.136990971999694,0.00041915999827324413
77,1.0454967988348047,0.1239241851222757,0.22177340680039748,0.17741872544031798,0.7710634218594706,-1.0329667272772292,0.26076553063320507,0.07793823510233473,0.06487139985463874,0.07617376937941085,0.040087813096355354,0.057830859942953866,0.22177341298094702,0.19549081346193292,0.22177245529466666,0.22177340618035607,0.0,0.3820418060010647,0.10853072274470785,False,True,True,True,0.013893180001105065,1.2697912420007924,0.0005405200008681277
78,1.0041478249418152,0.10931340878817779,0.24073902365055522,0.19259121892044417,1.0214012475888872,-2.179764058375063,0.2443301948861599,0.08713314507279833,0.06991345835982243,0.08497480430917508,0.016271929586390843,0.05881981259859914,0.2407390245234429,0.21217989883633337,0.24073889645800792,0.24073902378707177,0.0,0.7672561196637653,0.15867682734456948,False,True,True,True,0.012809910000214586,0.9567449090009177,0.0005452700006571831
79,1.3281182391842778,0.2746705319058921,0.17446599526774048,0.13957279621419239,0.4684102268104858,-0.16313928201649303,0.27860618329476206,0.057997065256836774,0.050946933173399746,0.05652070399810794,0.05080786484009073,0.04860731608882812,0.17446599519533382,0.15640153088808326,0.17446607703986794,0.17446603486686496,0.0,0.002729670357893659,0.04592262848498948,True,True,True,True,0.01900942800057237,0.1308527729997877,0.0004267799995432142
