day,sku_ID,y_observed,y_pred_mean,y_pred_q05,y_pred_q95,covered
1,220d3a1415,-7.570162050387057,-8.390920757483634,-8.699172911629965,-8.03335007963186,False
1,23015831b0,-7.377790157739601,-6.736804204758287,-6.963621952723513,-6.512653781645073,False
1,23553000ce,-8.581762962065538,-8.186963376193216,-8.513621633483817,-7.894443635695632,False
1,2523d051fd,-5.366226038462851,-6.494029177842857,-6.732011075520085,-6.24628272742002,False
1,25bb9108b3,-10.373522431293592,-9.078448739946754,-9.342941830231576,-8.812051581791868,False
1,26ac0ddc9a,-8.86944503451732,-9.458832723400015,-9.73098304212054,-9.196798153856975,False
1,274b538b26,-10.373522431293592,-10.566655404206161,-10.861278018785752,-10.323602710852697,True
1,27d8c800fc,-8.122230632687097,-8.180998324973897,-8.454933462173202,-7.877497222387082,True
1,2875387e96,-7.7708327458492095,-8.980725768754109,-9.286744084489989,-8.716123290220036,False
1,29e4f19c34,-7.734465101678334,-7.270244553355993,-7.568530861133691,-6.967354269169879,False
1,2cb79462fb,-8.668774339055169,-8.716070240667086,-9.059522028970388,-8.392347173006407,True
1,2ddb64e05a,-7.35309754514923,-7.162516811563688,-7.372862970556504,-6.955243981461632,True
1,2e06817802,-7.023618344018987,-7.116570689725116,-7.352049946620263,-6.832278568692519,True
1,2e6929ecb9,-8.501720254392001,-7.525260509407738,-7.754593998403292,-7.328949717799492,False
1,2f038132e8,-6.803989734812222,-7.781541427640831,-8.185177762418293,-7.374321106214733,False
1,2f268cf558,-9.120759462798226,-9.473513453289799,-9.718284190344155,-9.18695895300062,False
1,3006be8d9d,-5.026414900576124,-7.280015815665727,-7.819719083190178,-6.660125191234405,False
1,310ca2e122,-8.358619410751329,-9.27203656314666,-9.514834106339032,-9.08780562068086,False
1,32118a2170,-8.294080889613758,-8.435650902444047,-8.714441396195834,-8.192440319157937,True
1,32257a8103,-9.274910142625483,-7.961474706475709,-8.742620767135344,-7.0741149630029545,False
1,3277f07585,-8.987228070173703,-9.07047429023176,-9.303867046521054,-8.835394879947213,True
1,32c0b31fb8,-7.9756271584952225,-8.744275981979376,-9.092220274788296,-8.459384432971579,False
1,345e86916d,-7.9756271584952225,-7.987247365448203,-8.19370218198262,-7.790687500223084,True
1,34dc7f6d80,-7.9756271584952225,-8.408506809081729,-8.639087635652965,-8.181674615420242,False
1,35674a6b48,-7.931175395924387,-8.437369180622776,-8.682408749072087,-8.155011836812688,False
1,369eb7dbd3,-5.553240865688555,-6.003099932134817,-6.331063300591077,-5.6857304068810235,False
1,375d4a9a65,-6.832563107256278,-8.170606947676186,-8.408511587695024,-7.89872884014331,False
1,3767b112e8,-7.931175395924387,-7.745608943176128,-7.978339180753027,-7.510913901763407,True
1,38676d45f5,-5.139743585883127,-6.171697162857023,-6.412935927219595,-5.861898421370956,False
1,38d636d2a6,-5.537240524342114,-5.727104426199612,-5.970653421544564,-5.505565672875651,True
1,3a64d9667a,-8.42761228223828,-8.052753324432866,-8.294172419405518,-7.818392320633627,False
1,3a8e212d9e,-9.120759462798226,-9.626507027555386,-9.892266220535303,-9.36564315656637,False
1,3c0e1b743c,-8.86944503451732,-7.478117518016194,-7.717386601678303,-7.227161504318098,False
1,3c79df1d80,-4.7695602919196025,-4.885544009495773,-5.067584507652242,-4.657325622380479,True
1,3c953b3822,-11.066669611853538,-8.842114984562567,-9.050431836949443,-8.63337268645808,False
1,3ce8749fee,-6.647829004056939,-6.657874559850993,-6.9387822222490625,-6.406984568443276,True
1,3d5fa3dec8,-10.373522431293592,-8.801198304799305,-9.015906196536065,-8.627631997744498,False
1,3dd5460585,-10.373522431293592,-8.929779203134494,-9.192323276168466,-8.65896472111488,False
1,3e290dff84,-9.274910142625483,-9.26651771764801,-9.495592313100842,-9.066860571108005,True
1,3f83e1dbf4,-9.457231699419438,-9.414897979016704,-9.74570255752404,-9.177946942345287,True
1,416aed740e,-7.077685565289263,-7.631895244446636,-8.059550838035193,-7.280014912079725,False
1,427bea8ec7,-6.955795747680226,-6.976225986289819,-7.193156385706579,-6.7761150578120395,True
1,4336d67c86,-8.42761228223828,-8.253314729884329,-8.424667990989757,-8.030954540990138,False
1,449c05c9c8,-8.358619410751329,-7.970505741001254,-8.246989112895426,-7.682982244661789,False
1,4639121a45,-8.86944503451732,-8.144954568267604,-8.399065319215278,-7.961103304331248,False
1,481dac0e58,-9.274910142625483,-8.395742907214423,-8.779680414631466,-8.030137312422234,False
1,489e39741e,-8.176297853957374,-7.831372372644273,-8.12382654802415,-7.576641126613052,False
1,48c26fa27d,-8.987228070173703,-9.10468440124709,-9.312536871391092,-8.872502790240647,True
1,49501bcf46,-10.373522431293592,-9.082181963836415,-9.352389116238802,-8.81426286881713,False
1,49ad890e8e,-7.483150673397428,-6.97364684993618,-7.323413767145934,-6.681876244800398,False
1,4a915b7b62,-9.457231699419438,-8.217273433247055,-8.500290929200228,-7.967291174515486,False
1,4b65db43ac,-6.697221759386516,-5.990221512429399,-6.208900695139361,-5.75388119769236,False
1,4c81b29e5c,-9.680375250733649,-9.087531399053146,-9.335647236062066,-8.86474908682421,False
1,4d380cf119,-7.847793786985338,-8.548331369242762,-8.851974187350233,-8.312944684947983,False
1,4d9f23c326,-8.764084518859493,-8.813772030223518,-9.145087881051413,-8.480816954712264,True
1,4da2507f14,-7.808573073832055,-7.84789995550943,-8.100861244895757,-7.586626711627292,True
1,4dffe8578b,-8.668774339055169,-8.447693714865025,-8.770154918796543,-8.15674428042668,True
1,50b53a8536,-6.544881034804497,-7.462596384192892,-7.709407735601585,-7.21485956094118,False
1,50f6f91962,-11.066669611853538,-8.615971446710502,-8.808824949022185,-8.412870855521346,False
1,515681ff8f,-10.373522431293592,-9.02184410277582,-9.254473322484252,-8.767441264942102,False
1,5173dd4602,-9.968057323185429,-9.550684923974936,-9.746893802422605,-9.329287562288991,False
1,5177446f80,-10.373522431293592,-9.110264221481351,-9.335467296957864,-8.89063029409552,False
1,53c4b04fcf,-8.86944503451732,-8.677220141233349,-8.88781058281208,-8.511760341205923,True
1,57399f9289,-9.680375250733649,-8.3610120286839,-8.599504278477003,-8.136106985090406,False
1,57f48cfb44,-8.581762962065538,-9.067573652715758,-9.290715949643968,-8.872932301653684,False
1,581d5b54c1,-6.523374829583534,-6.793654578761181,-7.0334829668502765,-6.550241439076189,False
1,589c2b865b,-4.424182810486282,-4.698291516012806,-5.042774591840661,-4.359454120803965,True
1,58f283581d,-7.377790157739601,-7.114750372266976,-7.349693741595706,-6.934602890502571,False
1,593b9c70a6,-6.096856312277537,-7.152979556136529,-7.453786539946609,-6.714593806236681,False
1,5ac0776890,-8.764084518859493,-8.549196283920278,-8.740116144400163,-8.33013340180747,False
1,5bc7233fdb,-9.274910142625483,-8.173478981587817,-8.401154281570982,-7.978643397425336,False
1,5c0e359c9b,-11.066669611853538,-9.395085108565112,-9.642062871745997,-9.128643280933915,False
1,5c15aed2ae,-8.176297853957374,-8.095777068009475,-8.32444762371886,-7.841311015219866,True
1,5c4440c9d2,-11.066669611853538,-7.310242620264003,-7.525439680274083,-7.096673624632605,False
1,5c58b30eee,-8.987228070173703,-8.70956538264466,-8.991938376295899,-8.383275640144078,True
1,5e417fca35,-9.457231699419438,-9.052489549506372,-9.247142864066653,-8.87961527506706,False
1,5eced3cd82,-7.216522010143479,-7.2810758758169,-7.512983534876131,-7.065515515478892,True
1,5f413aa088,-6.709960785163946,-6.654761033311785,-6.857833362705907,-6.437335068526318,True
1,5f58bfd286,-4.903354807818896,-5.48487434560844,-5.78839991882575,-5.201705924560079,False
1,5f7dce4e3e,-5.868172580587712,-6.730519996711433,-7.126154547213063,-6.348674572240581,False
1,61d2064f05,-11.066669611853538,-9.571994948182779,-9.861747414286341,-9.271840290280037,False
1,624b63249a,-8.668774339055169,-8.950599510025546,-9.210797509681225,-8.739115622147386,False
1,637a52ea80,-6.403230517741471,-7.54231067524716,-7.801320952735246,-7.331451211012882,False
1,63e15f99b5,-9.457231699419438,-8.608987837284863,-8.923231369576039,-8.283789995703884,False
1,64f100aaee,-8.668774339055169,-9.10195416065692,-9.296722366610538,-8.869804990758318,False
1,65d2875d48,-7.041317921118388,-8.933338649161115,-9.195648506792775,-8.699067049896964,False
1,667bce9acb,-10.373522431293592,-9.025299591108261,-9.38657176459733,-8.728231194142216,False
1,6691174140,-11.066669611853538,-8.832817613530633,-9.061007818975499,-8.595777211004677,False
1,66ab6d8963,-8.176297853957374,-8.172140729008033,-8.372144242574786,-7.965297498479372,True
1,66bd21ebf1,-8.070937338299547,-7.102880167167528,-7.311608690337641,-6.880286783200383,False
1,67c265a7e3,-9.968057323185429,-9.727711550566198,-9.97101844153947,-9.470461575255817,True
1,68bd181431,-9.680375250733649,-9.378470399754296,-9.58855930941089,-9.182714830749259,False
1,6910262d3f,-9.680375250733649,-8.59246069960811,-8.811218801216537,-8.377342697629317,False
1,69e0a0cc28,-9.274910142625483,-9.165086439578948,-9.411742149272538,-8.92041241095157,True
1,6a38ea30ff,-9.457231699419438,-8.866696181986773,-9.108417557515173,-8.623149060700333,False
1,6ba6594fcb,-9.968057323185429,-9.244880331641227,-9.439854820883212,-9.048181334843864,False
1,6cb24edcc6,-10.373522431293592,-9.72430147237456,-10.001519605256423,-9.434760634132607,False
1,6da843324a,-6.287546118742008,-7.267623987696697,-7.638028038770625,-6.819688798495135,False
1,6dfbd25800,-8.987228070173703,-7.976745310064709,-8.231494655142864,-7.757436617504818,False
1,6e18cb9666,-6.004074578826571,-9.137553868544884,-9.461669161384739,-8.819435214012822,False
1,6f44f9cd42,-9.680375250733649,-8.982789259387792,-9.223416559446964,-8.76018803358322,False
1,70a36b0912,-10.373522431293592,-8.72976757832899,-8.974185128266402,-8.493804233046452,False
1,71f058bbfb,-9.968057323185429,-8.433822669736305,-8.646981570463723,-8.220783707426364,False
1,72b1ad2949,-9.457231699419438,-9.605442103142181,-9.821574945904231,-9.376680284013188,True
1,72b8198d57,-8.176297853957374,-9.124231997380225,-9.331447294587813,-8.91573484392763,False
1,73a35b0b33,-9.457231699419438,-9.14290468788106,-9.369628775754375,-8.889513925561934,False
1,73af671ce8,-6.403230517741471,-6.609385066770231,-6.834158818347945,-6.3970901941838205,True
1,758d170ca0,-9.968057323185429,-9.03053803666036,-9.254976040481893,-8.804517824129837,False
1,772c7f75ac,-4.970845049421313,-5.4636894244067085,-5.879097624420459,-5.071307749684806,False
1,7a612679b7,-8.42761228223828,-9.147537045822643,-9.348126689903607,-8.916176938272452,False
1,7b2c610aac,-7.32899999357017,-7.570476264785734,-7.924150263811962,-7.238630943413104,True
1,7bf34e25f7,-6.01042380650523,-6.580425675601225,-6.859273045882859,-6.2763524728965665,False
1,7c3627ba7c,-8.358619410751329,-9.284196700418748,-9.518584928754322,-9.004792248534297,False
1,7e36d28066,-9.274910142625483,-9.217573803758938,-9.432066456903335,-8.961670946359813,True
1,7e4cb4952a,-5.180565580403382,-5.2677849113377135,-5.54971198736925,-4.977752261288056,True
1,7f0ddbcdde,-7.808573073832055,-9.093690431854096,-9.295547041695473,-8.88537621804577,False
1,7f2b576e8d,-10.373522431293592,-9.04818606358742,-9.261833466998945,-8.859315951025902,False
1,7f947c0055,-6.481702133182965,-6.746829417969152,-6.994922753670091,-6.508194088862123,False
1,80bb988f8d,-8.668774339055169,-9.09775708311785,-9.374511546127668,-8.846913475946472,False
1,81047a4426,-8.987228070173703,-8.461767128935554,-8.689566309790315,-8.251786461619375,False
1,81e57cbc50,-6.923534885462005,-6.209050543812752,-6.459126173639783,-5.957295614678659,False
1,8221a35c32,-9.968057323185429,-9.292488618676781,-9.526946544336976,-9.082642461472236,False
1,833119379c,-6.939535226808446,-7.216329438720075,-7.669928887082998,-6.771997629562224,True
1,83e24b70d5,-6.366189246061121,-6.72640955397544,-7.0760109842241805,-6.303842707775051,True
1,8619100cfb,-11.066669611853538,-9.714000317215,-9.966278175050915,-9.40628507638993,False
1,872290b0de,-11.066669611853538,-8.990289556990527,-9.244738014887075,-8.713852408259106,False
1,89843c3a18,-7.847793786985338,-9.149941041677616,-9.41492144910254,-8.923673935884143,False
1,89f3796b30,-6.923534885462005,-6.8217709797588295,-7.123621120789459,-6.507529562220428,True
1,8a6fe9343e,-11.066669611853538,-10.480906661492167,-10.7562789600648,-10.258388201164317,False
1,8a94ebe448,-7.455751699209313,-6.820252144132017,-7.467106334200356,-6.253621436568711,True
1,8ad5789d74,-7.429083452127152,-9.018727482553011,-9.306513009398403,-8.724015689995275,False
1,8b66725802,-8.42761228223828,-8.665282479933287,-9.012523851483502,-8.370928814090638,True
1,8ba371f129,-8.668774339055169,-8.028820447377564,-8.284371982572138,-7.820196038433151,False
1,8bbd87b411,-9.680375250733649,-8.814358535715686,-9.114298927131523,-8.58233886371582,False
1,8d248d32c7,-6.566859941523273,-7.508055193938333,-7.928442954132334,-7.106418142270194,False
1,8d5f73c188,-5.261534642937049,-5.324984377903487,-5.708650589731502,-4.897554313675083,True
1,8da781e2bd,-7.455751699209313,-8.091609131730602,-8.371424619725328,-7.820628076791445,False
1,8dc4a01dec,-4.37458586934691,-4.687516767920244,-4.962098516300947,-4.370741422328729,True
1,8ebb9c1dd7,-10.373522431293592,-9.212531617621467,-9.41419534399794,-9.014937524321148,False
1,902d744bba,-7.483150673397428,-7.668661088229995,-7.974382389475685,-7.320139233491891,True
1,904fbf8b97,-4.112985400983001,-4.528916710499409,-4.935976113673878,-4.159557636281804,False
1,90a8e42962,-6.246388046248501,-6.91690189362766,-7.155901795723885,-6.650121443585113,False
1,90cf164371,-6.25448525648112,-8.11170105192212,-8.370759919475516,-7.852016949187092,False
1,915cd3c4c0,-6.393840777391631,-7.250331586718229,-7.503109182311842,-7.0399947722662555,False
1,924eba6741,-7.734465101678334,-8.539711513819551,-8.753731923367953,-8.282972129089964,False
1,93301ecfed,-6.939535226808446,-7.132347159483961,-7.364868153123392,-6.8829440510747455,True
1,93f9bac4b8,-5.686772258313078,-6.157736360428349,-6.472802398132719,-5.862902981874667,False
1,9400341a22,-9.680375250733649,-9.515852564069545,-9.751901060499671,-9.316270881039449,True
1,945094e307,-5.743659632715129,-6.665712773406561,-6.8850975764295015,-6.394452719697137,False
1,9589d3f054,-8.294080889613758,-8.702498140428329,-8.862885911653537,-8.508987903766899,False
1,961d88f1b9,-7.216522010143479,-6.737221741145123,-6.948353428598216,-6.502558774043188,False
1,96cf9f1175,-7.847793786985338,-9.203513995043284,-9.488696895036513,-8.920145173218637,False
1,9a5f4c6413,-7.931175395924387,-7.80303440975855,-8.032565444664371,-7.560187185292121,True
1,9ab7657395,-6.989132167947818,-8.147979944418985,-8.365732194645311,-7.897663164889822,False
1,9ac31152dd,-6.25448525648112,-7.7132885772869315,-7.985173617911925,-7.473241014645322,False
1,9b98cec8f8,-5.930871174803276,-7.6969031152617156,-8.167856905797725,-7.355436066403835,False
1,9e452b5aee,-5.714811478377471,-6.062609628091291,-6.294204436452844,-5.815066729947954,False
1,9f0bf84ff1,-9.120759462798226,-8.371151299728785,-8.870087489707677,-7.938709224668182,False
1,9f7388280e,-8.987228070173703,-8.367285803146157,-8.587625395157051,-8.160516381980312,False
1,a195ab9024,-7.096377698301416,-7.41604530079931,-7.757317371940665,-7.100533985935435,False
1,a1b0f57464,-7.096377698301416,-6.763166447353326,-7.013758966599562,-6.4838595165326955,False
1,a35f6a2420,-8.668774339055169,-8.334937699812029,-8.596685890992601,-8.095393915281745,False
1,a3d5be01b0,-7.808573073832055,-7.0944949804486965,-7.267313401204149,-6.837738123674306,False
1,a56b0b1c10,-8.581762962065538,-8.55100654770677,-8.746496072510764,-8.31959444269824,True
1,a5a1311679,-9.274910142625483,-9.067380061578687,-9.3095374537136,-8.83516826533542,True
1,a837f7b13a,-8.764084518859493,-9.37441399820718,-9.583661123277272,-9.146944024248251,False
1,a8f9ed127b,-8.86944503451732,-8.547834554639737,-8.777735321534196,-8.302439069378524,False
1,a929b13ba3,-4.884584705136906,-7.128376839116039,-7.557570074239887,-6.752517791353681,False
1,a945d1ac4a,-6.176320483631784,-7.279247987176273,-7.7061377221966625,-6.826617117634405,False
1,a95264d124,-9.120759462798226,-9.301007844457502,-9.58548516549503,-9.07720603905147,True
1,a9e826c3ab,-7.808573073832055,-8.443220725962687,-8.822975086031658,-8.096033026738867,False
1,aa0fcf0fb6,-6.512792720252997,-6.304042692055127,-6.585031020396475,-5.996002942797399,True
1,aa1cef969e,-8.070937338299547,-8.481213126217291,-8.683545626257557,-8.266283065294726,False
1,ac0cd64708,-8.233456267797322,-8.488517049244294,-8.724987034315548,-8.214113754697786,True
1,ac61f4e10e,-6.735936271567207,-6.896892823331342,-7.214388895526444,-6.658681058811982,True
1,ad71b48a82,-7.096377698301416,-7.255146664511783,-7.580106419221918,-6.97658675565365,True
1,adfedb6893,-4.420279097005808,-5.5624717084800155,-5.76005713975037,-5.370639257732438,False
1,aedfdd0c11,-8.764084518859493,-9.355755302369008,-9.560113317445436,-9.065031737606018,False
1,af0b2278bb,-10.373522431293592,-9.059432968066496,-9.31589462068783,-8.828745041628066,False
1,afd795015b,-6.803989734812222,-7.2190953098015465,-7.631849827904847,-6.810503770305234,False
1,b0afc0c16f,-9.457231699419438,-9.042357371831342,-9.28331185932558,-8.826671442019704,False
1,b10b452ea9,-4.669739956637391,-6.7018625838510175,-7.044243983408568,-6.341030783013058,False
1,b242c46c95,-7.847793786985338,-8.077075163793713,-8.34355365880611,-7.809453470640051,True
1,b381b253e3,-9.274910142625483,-9.196240416568756,-9.408846920171372,-8.973477557064294,True
1,b440ecab32,-8.358619410751329,-8.440928462236956,-8.684876243284672,-8.169548587360856,True
1,b4ac267fa7,-9.120759462798226,-9.211807386566134,-9.392825576775088,-9.01024315692198,True
1,b549290f65,-9.274910142625483,-8.434987086247073,-8.635607058440044,-8.193184931194615,False
1,b5cb479f7d,-6.534070118700281,-6.757408600989589,-6.9894402606209605,-6.494858291191774,True
1,b616c3b114,-10.373522431293592,-8.689223841105171,-8.940530582362003,-8.470652547453204,False
1,b85cab3552,-5.471958232251699,-7.136863825991314,-7.448345495253946,-6.76459331947928,False
1,b8c182c74f,-7.403107965723891,-8.039955746670575,-8.303692171348596,-7.786083242063598,False
1,b980b02c98,-10.373522431293592,-9.393312634682545,-9.557076797655544,-9.162466545211473,False
1,b9f08a2a2a,-5.5860306885115465,-7.275264290258487,-7.6959611619214705,-6.8802866627806685,False
1,bbd228d8db,-8.358619410751329,-8.021820263533192,-8.260073435750234,-7.795469596262982,False
1,bcd03e6d07,-9.120759462798226,-8.877656874190766,-9.208226053510597,-8.594222138951263,True
1,bd27bf28a1,-8.764084518859493,-7.752217672279,-8.020907175605881,-7.496292057016632,False
1,bdfd2fe2b2,-7.096377698301416,-6.81391312340257,-7.3974577630199585,-6.3175386371698306,True
1,be00790566,-6.7626045186493675,-9.787240649088812,-10.042596596386327,-9.571907339156736,False
1,bf4941bd94,-7.632682407368391,-8.048684804843967,-8.320807129271566,-7.7750635312173575,False
1,c06b66be68,-6.989132167947818,-7.580139385937956,-7.841018282147674,-7.3009159046472725,False
1,c0a519de24,-8.233456267797322,-8.268099951890274,-8.567562317938375,-8.013147541147358,True
1,c221dacac1,-8.86944503451732,-8.576201412535108,-8.757683661353044,-8.376707507809842,False
1,c4858d9437,-7.7708327458492095,-8.7934870928126,-9.012486195682396,-8.588210575047603,False
1,c4c37a4b57,-8.668774339055169,-8.355715009079226,-8.704915067227791,-8.010466506854954,True
1,c4ea4afceb,-4.762220809431557,-5.909620500794098,-6.203914328262614,-5.651685789167358,False
1,c562a73a30,-9.274910142625483,-9.295584649560361,-9.519355216501818,-9.087683429729266,True
1,c56544784c,-5.700693596831686,-6.768614159291375,-6.978188686175186,-6.507416973258967,False
1,c5b9c5adc3,-6.735936271567207,-6.512063508389179,-6.808126043952324,-6.210995103452735,True
1,c5c5bed056,-9.457231699419438,-9.150730434572232,-9.420730242114349,-8.890134564513746,False
1,c76a9ca5a8,-5.134424424405527,-6.426683596969008,-6.758151879772382,-6.003627321894747,False
1,c83b8aa9b4,-5.5860306885115465,-6.739571548222891,-7.245004040968475,-6.402089511802812,False
1,c8811ecdbc,-10.373522431293592,-9.643359399601998,-9.844295717428478,-9.433657167804597,False
1,c895dc4c68,-7.9756271584952225,-8.68543883772193,-8.928936817401366,-8.355598317176772,False
1,ca7647a231,-5.577731885696851,-5.6541784081327435,-5.904634618253683,-5.433431235492661,True
1,cca20cfe3a,-9.120759462798226,-9.35553229322943,-9.570870084507458,-9.149036734978448,False
1,ccceb52cc9,-9.457231699419438,-9.39923069733498,-9.604783801199174,-9.158116880978364,True
1,cd94856986,-7.1348439791292115,-6.875530029612025,-7.130585241279967,-6.626805926874908,False
1,cda2e97f54,-7.0593364266210665,-6.59051615083748,-6.882851396993888,-6.277921663639141,False
1,cdee05b50c,-6.832563107256278,-7.987785792865183,-8.321590548586757,-7.72210073296638,False
1,ce35b83746,-8.022147174130115,-6.986775860919062,-7.280364008850598,-6.7717985437636905,False
1,d0f488ea78,-7.808573073832055,-7.97734384663701,-8.167175693712652,-7.815211187237939,False
1,d1e650797b,-8.358619410751329,-8.61704870446494,-8.794998700521832,-8.431839760094087,False
1,d3e31fdd6e,-2.3131402753371075,-5.049857981681927,-5.451514782446884,-4.585717385488087,False
1,d46418ae55,-7.699373781867064,-7.7073488877072,-8.002809058242338,-7.397765433205686,True
1,d47c6ca631,-4.8322588861351665,-5.366692086769383,-5.658671062603854,-5.127763556020342,False
1,d58b0fa451,-8.070937338299547,-8.148657895930853,-8.363673383222388,-7.877407293531585,True
1,d6da3b2341,-8.42761228223828,-8.13022742387874,-8.320321563920796,-7.900852685730822,False
1,d7840714b0,-7.665472230191383,-7.965210255551427,-8.317289813234392,-7.581689731854726,True
1,d7b669cfe3,-4.187313807393099,-5.283719622657895,-5.796595150129621,-4.804784710335545,False
1,d7d6bd5e1a,-6.955795747680226,-8.128531982146853,-8.459149794681824,-7.764702252700433,False
1,d829f03a28,-5.012230265584167,-6.940427308617792,-7.339049982986543,-6.559942261888526,False
1,d9f70a0db7,-6.624018355363221,-7.452305366322707,-7.874344084141429,-7.008102609678835,False
1,da6dcd0f92,-7.600933709053812,-7.961858281390447,-8.201586272328749,-7.727781862296329,False
1,da80ac026d,-11.066669611853538,-8.972855572291992,-9.219912265738685,-8.772203883741915,False
1,da820f9753,-9.274910142625483,-8.989484579777361,-9.281780835690647,-8.72196429159113,True
1,dae8400f3b,-8.358619410751329,-8.265466880485103,-8.53928456678508,-8.009632118904872,True
1,dbd945bd02,-7.808573073832055,-7.826789535904537,-8.113113223400621,-7.525826289214862,True
1,ddb200220d,-8.294080889613758,-7.598155087665837,-7.983017119255104,-7.199870179833993,False
1,de241adb44,-11.066669611853538,-9.301831448256005,-9.51873929330201,-9.07245036832977,False
1,df224dda22,-8.501720254392001,-8.919496208121366,-9.183515351001,-8.632137775769197,False
1,dfb128a1ea,-9.680375250733649,-9.49796658741846,-9.719743115100625,-9.2922440848682,True
1,e16647394b,-9.968057323185429,-8.479696625206946,-8.716345464321503,-8.233838883283,False
1,e237f26793,-11.066669611853538,-6.700845282101728,-7.066183858852296,-6.279701282272574,False
1,e31c925bb7,-8.987228070173703,-8.615504351899748,-8.85165820577157,-8.40181687695746,False
1,e3a30530f7,-11.066669611853538,-9.141332895407798,-9.338837486197534,-8.934795914502338,False
1,e5499d5feb,-8.358619410751329,-7.873042762360237,-8.091029345906898,-7.622031376706622,False
1,e85b85e5d4,-9.457231699419438,-9.286138247544322,-9.502311776427028,-9.028071704303915,True
1,e986af2a35,-8.122230632687097,-6.131030732280121,-6.339957289604856,-5.928250714173459,False
1,e99eb7d131,-6.647829004056939,-7.079618656585305,-7.348353466358469,-6.765244482827414,False
1,eaa2524751,-6.709960785163946,-7.454471211789489,-8.029360274607189,-6.785751134572542,False
1,eab991b99f,-9.274910142625483,-8.841984677813358,-9.022778278347305,-8.621714528601684,False
1,eb26b56257,-11.066669611853538,-9.191562388304364,-9.43984939209724,-8.885076840081398,False
1,eb3f2d2fd8,-5.5736081685129895,-6.038397618648646,-6.330632755768198,-5.7101893454172945,False
1,ecc00df0b6,-8.501720254392001,-8.212279162472411,-8.47384367116116,-7.949726579600829,False
1,ecf4205e39,-8.358619410751329,-9.01707406208674,-9.365311075432976,-8.627947900111973,False
1,ed7a6a7cd7,-6.600761493198954,-6.536757271007126,-6.750767721862302,-6.337864455877055,True
1,edba4130b3,-7.282479977935276,-7.993865898376491,-8.199846764172564,-7.777244782079527,False
1,ee22b69cd7,-9.457231699419438,-8.973348021478603,-9.206207572778732,-8.75986503179753,False
1,ee39a980d9,-8.987228070173703,-9.03463231849619,-9.254812991409823,-8.840351095045056,True
