N,day,n_skus,S_inside,ebar,pi_BN,pi_gamma,pi_MS,pi_uniform,gap_gamma,gap_MS,gap_uniform,iter_gamma,iter_MS,iter_BN,time_gamma,time_MS,time_BN
2000,2,920,0.13443164698449725,0.13442323393336184,2.1568876411520327e-22,401731.4955777327,406060.0558887598,388358.91117857024,-4.017314955777327e+19,-4.060600558887598e+19,-3.883589111785702e+19,6,127,500,0.0001138400002673734,0.17974757400043018,2.440885944999536
2000,3,949,0.15912912475093552,0.1591209517514871,509818.5540626862,501368.13700952503,509818.5540626862,485191.9603596951,1.6575342317027841,0.0,4.830462427611669,7,128,384,0.000130899999930989,0.21952946500005055,27.50531766200038
2000,4,960,0.15615493026194294,0.15614672835426305,2.641288126872838e-22,468301.81504915643,475725.16929225577,453385.7902903583,-4.6830181504915644e+19,-4.757251692922558e+19,-4.533857902903583e+19,6,127,500,0.00011307999920973089,0.21028981499966903,2.6090057390001675
2000,5,958,0.17682849783739124,0.17682049687026163,548219.3599478044,538205.9902328259,548219.3599478044,522794.30380962015,1.8265261036990499,0.0,4.637752329761742,7,128,145,0.00013139000020601088,0.19605778400000418,10.445011855999837
2000,6,960,0.1589833309034359,0.15897515648691732,523543.50678821275,515952.3898340647,523543.5067882127,500294.5742711897,1.4499495945842868,1.1118017921863742e-14,4.440687777726153,7,128,150,0.00014678999923489755,0.19201481500022055,10.714929472000222
2000,7,1082,0.20857267823297856,0.20856498580926092,680789.2340085151,664481.9383459787,680789.2340085151,645531.5287113277,2.395351578420001,0.0,5.178945778796855,7,128,132,0.00013450000005832408,0.2485870660002547,11.597073421999994
2000,8,1183,0.2940467512270982,0.2940398895843863,1059665.8636803406,1010338.5151074355,1059665.8636803403,993551.372940776,4.6549908101772335,2.1972081165776372e-14,6.239182841083636,8,128,151,0.00015734999942651484,0.3321482379997178,15.252232934999483
2000,9,1086,0.18652864849103368,0.18652074180630612,0.8664812345776587,616690.4301248869,628400.7496210604,593144.2791445965,-71171716.02039829,-72523195.89426784,-68454271.02093823,7,127,35,0.00013388000024860958,0.27005936600016867,0.6861988259997815
2000,10,1032,0.09699178694659086,0.09698300999183547,345890.2234992797,344473.8459757507,345890.22349927976,332470.8569840657,0.40948758516499195,-1.682836257255147e-14,3.8796605406923206,6,130,73,0.00011588999950618017,0.2290204150003774,5.967859415000021
2000,11,1059,0.09841084706225398,0.09840208390031492,360760.4458152129,359341.4992629739,360760.4458152129,345330.83267367637,0.3933209886778485,0.0,4.276969196739441,6,130,71,0.00011739000001398381,0.24167544600004476,5.693838807999782
2000,12,1076,0.12984400058317538,0.12983554294156524,451021.8348800157,447665.85542876186,451021.8348800157,429836.45625802345,0.744083587914678,0.0,4.697195786015136,6,130,102,0.00011850999999296619,0.24778058500032785,9.068735294999897
2000,13,1110,0.13220586091266948,0.13219742622759612,508020.4474068525,503991.65203250723,508020.4474068525,488501.1636674735,0.7930380351637248,0.0,3.8422240362594775,7,130,83,0.0001383300004818011,0.26493774600021425,7.795499396000196
2000,14,1100,0.1248967293580211,0.12488822363049648,456228.7734530082,453024.3945759408,456228.7734530082,437287.3717349705,0.7023622935517169,0.0,4.15173325756682,6,130,89,0.0001206699998874683,0.25858447600057843,7.729650035000304
2000,15,1097,0.12182533897069545,0.1218168033902259,439611.9769367153,436633.28436550644,439611.9769367154,419147.15041729534,0.677573116175056,-2.648138083910609e-14,4.655202222201056,6,130,100,0.00012064000020473031,0.41261801900054706,8.621928934999232
2000,16,1048,0.12140739660786314,0.12139885696512576,429106.47417128494,426254.6679773141,429106.4741712848,410251.1503760761,0.6645917425222759,2.7129705290921738e-14,4.394089795923799,6,131,76,0.00011908000033145072,0.23617195499991794,6.504400196999995
2000,17,1028,0.10104485590708073,0.1010361183468761,366971.6081229462,365378.1550153287,366971.6081229462,349692.28776211105,0.4342169999929943,0.0,4.708625947718031,6,130,83,0.00011635999999271007,0.22616359499988903,6.233248810999612
2000,18,1006,0.09020751324294116,0.09019867034718713,326445.68159786204,325281.0357936251,326445.681597862,311343.7361974012,0.3567655723109316,1.7830733930544548e-14,4.626174047253735,6,130,59,0.0001156899998022709,0.21748864500023046,4.762559597999825
2000,19,1032,0.11886086407153618,0.11885229967730647,376923.80120605516,374262.61840891495,376923.8012060552,357150.21528185846,0.7060267323594682,-1.5442819139364108e-14,5.246043327836163,6,129,75,0.00011645999984466471,0.22631004499999108,5.66091416800009
2000,20,1056,0.10892744326189435,0.10891878231795031,355319.1855990873,353475.58456606796,355319.1855990872,336782.96599090873,0.518857722222598,1.6381795093706004e-14,5.216779830485503,6,129,97,0.00011660000018309802,0.23859894499946677,8.215489926000373
2000,21,1047,0.12868736939301162,0.12867890050931147,446629.00830205064,443135.45136050397,446629.00830205064,425442.2943885989,0.782205561351272,0.0,4.7436940994937355,6,130,88,0.00012946000060765073,0.23505298500003846,7.408517908000249
2000,22,1080,0.14283909219030955,0.14283076085688734,488749.57003242883,484523.9295375128,488749.57003242883,460017.91648158815,0.8645819360282265,0.0,5.878604363566871,7,131,111,0.00014969999938330147,0.25237535599990224,9.568566855999961
2000,23,1109,0.1851484667347038,0.1851405466350453,680041.735964814,670282.9222805472,680041.7359648142,622487.1658759492,1.4350315823515412,-3.4237699149970484e-14,8.463387913568102,9,130,99,0.00017329999991488876,0.3435208880000573,8.567686303999835
2000,24,1105,0.13844583758565387,0.13843746355118383,485915.4878811033,481875.0880808306,485915.4878811032,462374.5516296016,0.8315025762795496,2.3957936046570305e-14,4.844656496576171,6,130,78,0.00011951000033150194,0.2596489159996054,7.233713702999921
2000,25,1157,0.17548719444039462,0.17547918043621943,605538.3346751018,596454.8722134818,605538.3346751018,577909.6075881848,1.5000639829836153,0.0,4.562671841699514,6,132,157,0.00013316999957169173,0.31535271699976875,15.114622961999885
