floor_mult,day,R_observed,R_target,mu_star_cbn,gamma_star_tuned,m_star_unif,pi_cbn,pi_gamma_tuned,pi_unif_tuned,gap_gamma_pct,gap_unif_pct,cbn_meets_floor,gamma_meets_floor,unif_meets_floor
1.25,11,713559.1900000001,891948.9875,0.6161943330582825,-0.46099256265923705,0.1392166977371336,153877.5493304171,149917.01414575145,124174.19647582281,2.5738226283817993,19.303240130769872,True,True,True
1.25,12,851296.8,1064121.0,0.731121155361297,-0.5040807053572417,0.12410727303653404,167563.20789215525,158326.09074768028,132065.1555643848,5.512616558654112,21.184872726128056,True,True,True
1.25,13,1007017.0300000003,1258771.2875000003,0.8640661415912073,-0.620604970121235,0.10137087906908025,178325.94738064433,158118.88486175038,127602.75237295925,11.331532407766275,28.444091144747578,True,True,True
1.25,14,887748.6500000001,1109685.8125000002,0.7743097606838292,-0.5470957397187498,0.11550533536832208,170839.34858686497,158996.034547205,128174.63204534684,6.932427533600742,24.97358886838932,True,True,True
1.25,15,862822.3099999998,1078527.8874999997,0.7193022850430629,-0.5093666238280761,0.12234579285493953,176428.903440399,166334.9391204919,131953.3495607689,5.721264556471628,25.208768525081712,True,True,True
1.25,16,866645.4500000001,1083306.8125,0.7493841747732172,-0.5326351127598177,0.11737439996841349,170968.17229364833,158865.74158951757,127152.4872025416,7.078762404586098,25.627977712629814,True,True,True
1.25,17,730210.4199999998,912763.0249999998,0.6384848904385525,-0.4736504315645195,0.13497076676827469,157083.31360933813,152443.16726777083,123196.32642768587,2.953939686494787,21.572620543215855,True,True,True
1.25,18,659103.02,823878.775,0.6511646428362149,-0.49685089453727427,0.1338323139530331,140563.25355398178,136577.59541673426,110261.60287539574,2.835490810346725,21.55730599032344,True,True,True
1.25,19,771484.15,964355.1875,0.6475787659791234,-0.4441386952545104,0.1338879716153988,168520.2445273786,159761.1938390044,129115.54580924468,5.197625195085192,23.382768538371103,True,True,True
1.25,20,714900.15,893625.1875,0.6280759552290027,-0.4545299278108353,0.13457246806716666,159046.83164411574,153381.14499872248,120257.34996590245,3.562275706359771,24.388717006956096,True,True,True
1.25,21,920955.3500000001,1151194.1875,0.7166158860341768,-0.4945744466072039,0.12179182081205518,188426.8372905631,175306.358429436,140206.03632109487,6.9631688616068566,25.591259537572913,True,True,True
1.25,22,975730.7399999999,1219663.4249999998,0.7236763013328863,-0.4771618840776331,0.11642258561196898,210363.24927751653,197058.53083682104,141996.36972089033,6.324640110090508,32.49944074900406,True,True,True
1.25,23,1293906.4599999997,1617383.0749999997,1.0428039865183378,-0.654647365599763,0.04565114111913196,276771.89917439246,229992.11300591793,73835.38306860554,16.90192765523455,73.32265909622484,True,True,True
1.25,24,967883.11,1209853.8875,0.7318317945557405,-0.5069902407889526,0.11772211819977903,198974.82477014093,185488.76555554155,142426.56249359876,6.777771625218766,28.41980755196929,True,True,True
1.25,25,1202171.0699999998,1502713.8375,0.8543107082351691,-0.5280250531013844,0.09984681172893448,222051.66479811992,188033.8862585945,150041.1915276766,15.319758386163407,32.4296029646579,True,True,True
1.25,26,1254831.8,1568539.75,1.028890890781487,-0.7159522707698007,0.06813588684365854,196478.84589940473,132289.15648527406,106873.85138325949,32.67002568154089,45.60541574130689,True,True,True
1.25,27,1520320.79,1900400.9875,1.2121848188248134,-0.8834773336186503,0.02917787047237994,203963.21295250283,105634.74157540205,55449.653877373916,48.20892451816723,72.81389468487804,True,True,True
1.25,28,1840120.65,2300150.8125,1.0304276537651258,-0.832107281818629,0.018020268802018145,315585.1524816363,111122.39398985093,41449.33435171634,64.78845943288886,86.86587945415833,True,True,True
1.25,29,1427503.02,1784378.775,1.12463455216727,-0.8171237435400835,0.048082615032466504,204511.49035536055,104725.57089666332,85797.59898589987,48.79232911818722,58.04754107614327,True,True,True
1.25,30,1363320.3599999999,1704150.4499999997,1.1567497312350554,-0.8083383883600466,0.04712904500035805,189271.58570696082,110800.7970388041,80314.98392674935,41.459360302316526,57.56627513487587,True,True,True
1.25,31,1413420.8399999999,1766776.0499999998,1.0182134301663393,-0.6988670674143344,0.06981397567006783,221921.14923049702,154958.73457788877,123345.66344291689,30.1739671431938,44.419148931675416,True,True,True
